id;rodada;mandante;visitante;formacao_mandante;formacao_visitante;vencedor;mandante_placar;visitante_placar;vencedor_mandante_visitante_empate;total_gols;temporada
3357;28;fluminense;santos;;;santos;0;3;2.0;3;2010
3370;29;cruzeiro;fluminense;;;cruzeiro;1;0;1.0;1;2010
3384;30;fluminense;botafogo-rj;;;-;0;0;3.0;0;2010
3392;31;athletico-pr;fluminense;;;-;2;2;3.0;4;2010
3398;32;fluminense;gremio;;;fluminense;2;0;1.0;2;2010
3408;33;internacional;fluminense;;;-;0;0;3.0;0;2010
3424;34;fluminense;vasco;;;fluminense;1;0;1.0;1;2010
3431;35;fluminense;goias;;;-;1;1;3.0;2;2010
3440;36;sao paulo;fluminense;;;fluminense;1;4;2.0;5;2010
3447;37;palmeiras;fluminense;;;fluminense;1;2;2.0;3;2010
3458;38;fluminense;guarani;;;fluminense;1;0;1.0;1;2010
3475;1;fluminense;sao paulo;;;sao paulo;0;2;2.0;2;2011
3486;2;atletico-go;fluminense;;;fluminense;0;1;2.0;1;2011
3489;3;fluminense;cruzeiro;;;fluminense;2;1;1.0;3;2011
3502;4;corinthians;fluminense;;;corinthians;2;0;1.0;2;2011
3507;5;fluminense;bahia;;;bahia;0;1;2.0;1;2011
3520;6;avai;fluminense;;;fluminense;0;1;2.0;1;2011
3535;7;fluminense;athletico-pr;;;fluminense;3;1;1.0;4;2011
3550;9;fluminense;flamengo;;;flamengo;0;1;2.0;1;2011
3568;10;coritiba;fluminense;;;coritiba;3;1;1.0;4;2011
3584;11;fluminense;palmeiras;;;fluminense;1;0;1.0;1;2011
3560;12;atletico-mg;fluminense;;;atletico-mg;1;0;1.0;1;2011
3591;13;fluminense;ceara;;;fluminense;4;0;1.0;4;2011
3605;14;fluminense;internacional;;;fluminense;2;0;1.0;2;2011
3613;15;america-mg;fluminense;;;america-mg;3;0;1.0;3;2011
3625;16;gremio;fluminense;;;gremio;2;1;1.0;3;2011
3629;17;fluminense;figueirense;;;fluminense;3;0;1.0;3;2011
3646;18;vasco;fluminense;;;-;1;1;3.0;2;2011
3546;8;santos;fluminense;;;santos;2;1;1.0;3;2011
3649;19;fluminense;botafogo-rj;;;botafogo-rj;1;2;2.0;3;2011
3662;20;sao paulo;fluminense;;;fluminense;1;2;2.0;3;2011
3669;21;fluminense;atletico-go;;;fluminense;3;2;1.0;5;2011
3683;22;cruzeiro;fluminense;;;fluminense;1;2;2.0;3;2011
3691;23;fluminense;corinthians;;;fluminense;1;0;1.0;1;2011
3703;24;bahia;fluminense;;;bahia;3;0;1.0;3;2011
3710;25;fluminense;avai;;;fluminense;3;1;1.0;4;2011
3717;26;athletico-pr;fluminense;;;-;1;1;3.0;2;2011
3729;27;fluminense;santos;;;fluminense;3;2;1.0;5;2011
3743;28;flamengo;fluminense;;;flamengo;3;2;1.0;5;2011
3755;29;fluminense;coritiba;;;fluminense;3;1;1.0;4;2011
3763;30;palmeiras;fluminense;;;fluminense;1;2;2.0;3;2011
3768;31;fluminense;atletico-mg;;;atletico-mg;0;2;2.0;2;2011
3778;32;ceara;fluminense;;;fluminense;1;2;2.0;3;2011
3795;33;internacional;fluminense;;;fluminense;1;2;2.0;3;2011
3797;34;fluminense;america-mg;;;america-mg;1;2;2.0;3;2011
3809;35;fluminense;gremio;;;fluminense;5;4;1.0;9;2011
3824;36;figueirense;fluminense;;;fluminense;0;4;2.0;4;2011
3827;37;fluminense;vasco;;;vasco;1;2;2.0;3;2011
3840;38;botafogo-rj;fluminense;;;-;1;1;3.0;2;2011
3850;1;corinthians;fluminense;;;fluminense;0;1;2.0;1;2012
3866;2;fluminense;figueirense;;;-;2;2;3.0;4;2012
3874;3;santos;fluminense;;;-;1;1;3.0;2;2012
3881;4;fluminense;internacional;;;-;0;0;3.0;0;2012
3889;5;fluminense;portuguesa;;;fluminense;4;1;1.0;5;2012
3905;6;atletico-go;fluminense;;;fluminense;1;4;2.0;5;2012
3907;7;nautico;fluminense;;;fluminense;0;2;2.0;2;2012
3922;8;fluminense;flamengo;;;fluminense;1;0;1.0;1;2012
3930;9;botafogo-rj;fluminense;;;-;1;1;3.0;2;2012
3945;10;fluminense;bahia;;;fluminense;4;0;1.0;4;2012
3954;11;ponte preta;fluminense;;;fluminense;1;2;2.0;3;2012
3963;12;gremio;fluminense;;;gremio;1;0;1.0;1;2012
3971;13;fluminense;atletico-mg;;;-;0;0;3.0;0;2012
3982;14;coritiba;fluminense;;;fluminense;0;2;2.0;2;2012
3996;15;fluminense;sao paulo;;;fluminense;2;1;1.0;3;2012
4005;16;fluminense;palmeiras;;;fluminense;1;0;1.0;1;2012
4008;17;cruzeiro;fluminense;;;-;1;1;3.0;2;2012
4018;18;fluminense;sport;;;fluminense;1;0;1.0;1;2012
4028;19;vasco;fluminense;;;fluminense;1;2;2.0;3;2012
4042;20;fluminense;corinthians;;;-;1;1;3.0;2;2012
4048;21;figueirense;fluminense;;;-;2;2;3.0;4;2012
4065;22;fluminense;santos;;;fluminense;3;1;1.0;4;2012
4071;23;internacional;fluminense;;;fluminense;0;1;2.0;1;2012
4077;24;portuguesa;fluminense;;;fluminense;0;2;2.0;2;2012
4087;25;fluminense;atletico-go;;;atletico-go;1;2;2.0;3;2012
4098;26;fluminense;nautico;;;fluminense;2;1;1.0;3;2012
4112;27;flamengo;fluminense;;;fluminense;0;1;2.0;1;2012
4124;28;fluminense;botafogo-rj;;;fluminense;1;0;1.0;1;2012
4131;29;bahia;fluminense;;;fluminense;0;2;2.0;2;2012
4145;30;fluminense;ponte preta;;;fluminense;2;1;1.0;3;2012
4147;31;fluminense;gremio;;;-;2;2;3.0;4;2012
4160;32;atletico-mg;fluminense;;;atletico-mg;3;2;1.0;5;2012
4167;33;fluminense;coritiba;;;fluminense;2;1;1.0;3;2012
4182;34;sao paulo;fluminense;;;-;1;1;3.0;2;2012
4190;35;palmeiras;fluminense;;;fluminense;2;3;2.0;5;2012
4200;36;fluminense;cruzeiro;;;cruzeiro;0;2;2.0;2;2012
4216;37;sport;fluminense;;;-;1;1;3.0;2;2012
4219;38;fluminense;vasco;;;vasco;1;2;2.0;3;2012
4236;1;fluminense;athletico-pr;;;fluminense;2;1;1.0;3;2013
4254;3;fluminense;criciuma;;;fluminense;3;0;1.0;3;2013
4266;4;coritiba;fluminense;;;coritiba;2;1;1.0;3;2013
4274;5;fluminense;goias;;;fluminense;2;1;1.0;3;2013
4246;2;portuguesa;fluminense;;;portuguesa;2;1;1.0;3;2013
4286;6;botafogo-rj;fluminense;;;botafogo-rj;1;0;1.0;1;2013
4288;7;fluminense;internacional;;;internacional;2;3;2.0;5;2013
4305;8;fluminense;vasco;;;vasco;1;3;2.0;4;2013
4310;9;gremio;fluminense;;;gremio;2;0;1.0;2;2013
4317;10;fluminense;cruzeiro;;;fluminense;1;0;1.0;1;2013
4331;11;ponte preta;fluminense;;;-;1;1;3.0;2;2013
4338;12;vitoria;fluminense;;;-;1;1;3.0;2;2013
4349;13;fluminense;flamengo;;;flamengo;2;3;2.0;5;2013
4364;14;fluminense;corinthians;;;-;0;0;3.0;0;2013
4367;15;nautico;fluminense;;;fluminense;0;1;2.0;1;2013
4384;16;sao paulo;fluminense;;;sao paulo;2;1;1.0;3;2013
4391;17;fluminense;santos;;;santos;0;2;2.0;2;2013
4402;18;atletico-mg;fluminense;;;-;2;2;3.0;4;2013
4410;19;fluminense;bahia;;;fluminense;1;0;1.0;1;2013
4417;20;athletico-pr;fluminense;;;-;1;1;3.0;2;2013
4428;21;fluminense;portuguesa;;;fluminense;2;1;1.0;3;2013
4440;22;criciuma;fluminense;;;fluminense;1;2;2.0;3;2013
4447;23;fluminense;coritiba;;;-;1;1;3.0;2;2013
4457;24;goias;fluminense;;;fluminense;1;2;2.0;3;2013
4471;25;fluminense;botafogo-rj;;;-;1;1;3.0;2;2013
4482;26;internacional;fluminense;;;internacional;1;0;1.0;1;2013
4494;27;vasco;fluminense;;;vasco;1;0;1.0;1;2013
4497;28;fluminense;gremio;;;-;1;1;3.0;2;2013
4507;29;cruzeiro;fluminense;;;cruzeiro;1;0;1.0;1;2013
4517;30;fluminense;ponte preta;;;-;1;1;3.0;2;2013
4535;31;fluminense;vitoria;;;vitoria;2;3;2.0;5;2013
4546;32;flamengo;fluminense;;;flamengo;1;0;1.0;1;2013
4554;33;corinthians;fluminense;;;corinthians;1;0;1.0;1;2013
4566;34;fluminense;nautico;;;fluminense;2;0;1.0;2;2013
4571;35;fluminense;sao paulo;;;fluminense;2;1;1.0;3;2013
4583;36;santos;fluminense;;;santos;1;0;1.0;1;2013
4587;37;fluminense;atletico-mg;;;-;2;2;3.0;4;2013
4601;38;bahia;fluminense;;;fluminense;1;2;2.0;3;2013
4607;1;fluminense;figueirense;;;fluminense;3;0;1.0;3;2014
4618;2;palmeiras;fluminense;;;fluminense;0;1;2.0;1;2014
4630;3;fluminense;vitoria;;;vitoria;1;2;2.0;3;2014
4641;4;fluminense;flamengo;;;fluminense;2;0;1.0;2;2014
4649;5;gremio;fluminense;;;gremio;1;0;1.0;1;2014
4662;6;fluminense;sao paulo;;;fluminense;5;2;1.0;7;2014
4667;7;bahia;fluminense;;;fluminense;0;1;2.0;1;2014
4684;8;atletico-mg;fluminense;;;atletico-mg;2;0;1.0;2;2014
4693;9;fluminense;internacional;;;-;1;1;3.0;2;2014
4710;10;criciuma;fluminense;;;criciuma;3;2;1.0;5;2014
4725;11;fluminense;santos;;;fluminense;1;0;1.0;1;2014
4732;12;athletico-pr;fluminense;;;fluminense;0;3;2.0;3;2014
4745;13;fluminense;goias;;;fluminense;2;0;1.0;2;2014
4749;14;fluminense;coritiba;;;-;1;1;3.0;2;2014
4764;15;botafogo-rj;fluminense;;;botafogo-rj;2;0;1.0;2;2014
4772;16;chapecoense;fluminense;;;chapecoense;1;0;1.0;1;2014
4784;17;fluminense;sport;;;fluminense;4;0;1.0;4;2014
4789;18;corinthians;fluminense;;;-;1;1;3.0;2;2014
4803;19;fluminense;cruzeiro;;;-;3;3;3.0;6;2014
4809;20;figueirense;fluminense;;;-;1;1;3.0;2;2014
4817;21;fluminense;palmeiras;;;fluminense;3;0;1.0;3;2014
4827;22;vitoria;fluminense;;;vitoria;3;1;1.0;4;2014
4840;23;flamengo;fluminense;;;-;1;1;3.0;2;2014
4853;24;fluminense;gremio;4-2-3-1;4-1-4-1;-;0;0;3.0;0;2014
4859;25;sao paulo;fluminense;;;fluminense;1;3;2.0;4;2014
4869;26;fluminense;bahia;;;-;1;1;3.0;2;2014
4885;27;fluminense;atletico-mg;;;-;0;0;3.0;0;2014
4702;28;internacional;fluminense;;;internacional;2;1;1.0;3;2014
4889;29;fluminense;criciuma;;;fluminense;4;2;1.0;6;2014
4905;30;santos;fluminense;;;fluminense;0;1;2.0;1;2014
4909;31;fluminense;athletico-pr;;;fluminense;2;1;1.0;3;2014
4917;32;goias;fluminense;;;fluminense;0;2;2.0;2;2014
4927;33;coritiba;fluminense;3-4-3;4-2-2-2;coritiba;1;0;1.0;1;2014
4948;34;fluminense;botafogo-rj;;;fluminense;1;0;1.0;1;2014
4945;35;fluminense;chapecoense;;;chapecoense;1;4;2.0;5;2014
4961;36;sport;fluminense;;;-;2;2;3.0;4;2014
4972;37;fluminense;corinthians;;;fluminense;5;2;1.0;7;2014
4985;38;cruzeiro;fluminense;;;cruzeiro;2;1;1.0;3;2014
4989;1;fluminense;joinville;4-3-1-2;4-4-1-1;fluminense;1;0;1.0;1;2015
5001;2;atletico-mg;fluminense;4-2-3-1;4-2-3-1;atletico-mg;4;1;1.0;5;2015
5013;3;fluminense;corinthians;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2015
5025;4;flamengo;fluminense;4-2-3-1;4-2-3-1;fluminense;2;3;2.0;5;2015
5034;5;fluminense;coritiba;4-2-3-1;4-1-4-1;fluminense;2;0;1.0;2;2015
5046;6;fluminense;sport;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2015
5055;7;palmeiras;fluminense;4-2-3-1;4-3-2-1;palmeiras;2;1;1.0;3;2015
5066;8;fluminense;ponte preta;4-2-3-1;4-2-3-1;fluminense;2;0;1.0;2;2015
5072;9;goias;fluminense;4-2-2-2;4-2-3-1;fluminense;1;2;2.0;3;2015
5086;10;fluminense;santos;4-2-3-1;4-2-3-1;fluminense;2;1;1.0;3;2015
5092;11;sao paulo;fluminense;4-2-3-1;4-3-2-1;-;0;0;3.0;0;2015
5106;12;fluminense;cruzeiro;4-2-3-1;4-2-3-1;fluminense;1;0;1.0;1;2015
5113;13;athletico-pr;fluminense;4-2-3-1;4-2-3-1;fluminense;1;2;2.0;3;2015
5123;14;fluminense;vasco;4-2-3-1;4-2-3-1;vasco;1;2;2.0;3;2015
5130;15;chapecoense;fluminense;4-2-3-1;4-2-3-1;chapecoense;2;1;1.0;3;2015
5139;16;fluminense;gremio;4-2-3-1;4-2-3-1;fluminense;1;0;1.0;1;2015
5147;17;avai;fluminense;4-3-1-2;4-2-3-1;avai;1;0;1.0;1;2015
5162;18;internacional;fluminense;4-2-3-1;4-2-3-1;internacional;1;0;1.0;1;2015
5172;19;fluminense;figueirense;4-2-3-1;4-4-2;fluminense;2;1;1.0;3;2015
5182;20;joinville;fluminense;4-3-2-1;4-2-3-1;joinville;2;1;1.0;3;2015
5192;21;fluminense;atletico-mg;4-2-3-1;4-2-3-1;atletico-mg;1;2;2.0;3;2015
5203;22;corinthians;fluminense;4-2-3-1;4-2-3-1;corinthians;2;0;1.0;2;2015
5215;23;fluminense;flamengo;4-3-3;4-2-3-1;flamengo;1;3;2.0;4;2015
5221;24;coritiba;fluminense;4-1-2-1-2;4-2-3-1;-;1;1;3.0;2;2015
5236;25;sport;fluminense;4-2-2-2;4-2-3-1;sport;1;0;1.0;1;2015
5238;26;fluminense;palmeiras;4-2-3-1;4-2-3-1;palmeiras;1;4;2.0;5;2015
5249;27;ponte preta;fluminense;4-2-3-1;4-2-3-1;ponte preta;3;1;1.0;4;2015
5257;28;fluminense;goias;4-2-3-1;4-3-2-1;fluminense;2;0;1.0;2;2015
5272;29;santos;fluminense;4-2-3-1;4-2-3-1;santos;3;1;1.0;4;2015
5282;30;fluminense;sao paulo;4-2-3-1;4-2-3-1;fluminense;2;0;1.0;2;2015
5290;31;cruzeiro;fluminense;4-3-3;4-2-3-1;cruzeiro;2;0;1.0;2;2015
5297;32;fluminense;athletico-pr;4-2-3-1;4-2-3-1;athletico-pr;0;1;2.0;1;2015
5315;33;vasco;fluminense;4-4-1-1;4-2-3-1;fluminense;0;1;2.0;1;2015
5320;34;fluminense;chapecoense;4-2-3-1;4-2-3-1;chapecoense;2;3;2.0;5;2015
5332;35;gremio;fluminense;4-2-3-1;4-2-3-1;gremio;1;0;1.0;1;2015
5344;36;fluminense;avai;4-2-3-1;4-4-2;fluminense;3;1;1.0;4;2015
5348;37;fluminense;internacional;4-2-3-1;4-2-2-2;-;1;1;3.0;2;2015
5359;38;figueirense;fluminense;4-2-3-1;4-2-3-1;figueirense;1;0;1.0;1;2015
5375;1;america-mg;fluminense;4-4-1-1;4-2-3-1;fluminense;0;1;2.0;1;2016
5378;2;fluminense;santa cruz;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2016
5392;3;palmeiras;fluminense;4-2-3-1;4-2-3-1;palmeiras;2;0;1.0;2;2016
5402;4;fluminense;botafogo-rj;4-2-3-1;4-2-3-1;fluminense;1;0;1.0;1;2016
5411;5;atletico-mg;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2016
5418;6;chapecoense;fluminense;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2016
5429;7;fluminense;gremio;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2016
5446;8;fluminense;corinthians;4-2-3-1;4-2-3-1;fluminense;1;0;1.0;1;2016
5455;9;sport;fluminense;4-2-3-1;4-2-3-1;sport;2;1;1.0;3;2016
5461;10;fluminense;santos;4-2-3-1;4-2-2-2;santos;2;4;2.0;6;2016
5470;11;flamengo;fluminense;4-2-3-1;4-2-3-1;fluminense;1;2;2.0;3;2016
5482;12;sao paulo;fluminense;4-2-3-1;4-2-3-1;sao paulo;2;1;1.0;3;2016
5487;13;fluminense;coritiba;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2016
5504;14;vitoria;fluminense;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2016
5512;15;fluminense;cruzeiro;4-2-3-1;4-3-3;fluminense;2;0;1.0;2;2016
5522;16;athletico-pr;fluminense;4-2-3-1;4-2-3-1;athletico-pr;1;0;1.0;1;2016
5531;17;fluminense;ponte preta;4-2-3-1;4-2-3-1;fluminense;3;0;1.0;3;2016
5552;19;internacional;fluminense;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2016
5559;20;fluminense;america-mg;4-2-3-1;4-5-1;fluminense;1;0;1.0;1;2016
5572;21;santa cruz;fluminense;4-2-3-1;4-2-2-2;fluminense;0;1;2.0;1;2016
5581;22;fluminense;palmeiras;4-2-3-1;4-3-3;palmeiras;0;2;2.0;2;2016
5546;18;fluminense;figueirense;4-2-3-1;4-2-3-1;fluminense;3;2;1.0;5;2016
5589;23;botafogo-rj;fluminense;4-3-1-2;4-2-3-1;botafogo-rj;1;0;1.0;1;2016
5606;24;fluminense;atletico-mg;4-2-3-1;4-4-2;fluminense;4;2;1.0;6;2016
5614;25;fluminense;chapecoense;4-2-3-1;4-1-4-1;chapecoense;1;2;2.0;3;2016
5621;26;gremio;fluminense;4-2-3-1;4-2-3-1;fluminense;0;1;2.0;1;2016
5633;27;corinthians;fluminense;4-1-4-1;4-3-3;fluminense;0;1;2.0;1;2016
5637;28;fluminense;sport;4-2-3-1;4-2-3-1;fluminense;3;1;1.0;4;2016
5650;29;santos;fluminense;4-2-3-1;4-3-3;santos;2;1;1.0;3;2016
5664;30;fluminense;flamengo;4-2-3-1;4-2-3-1;flamengo;1;2;2.0;3;2016
5676;31;fluminense;sao paulo;4-2-3-1;4-2-3-1;sao paulo;1;2;2.0;3;2016
5683;32;coritiba;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2016
5688;33;fluminense;vitoria;4-2-3-1;4-3-3;-;2;2;3.0;4;2016
5701;34;cruzeiro;fluminense;4-2-3-1;4-2-3-1;cruzeiro;4;2;1.0;6;2016
5707;35;fluminense;athletico-pr;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2016
5722;36;ponte preta;fluminense;4-1-4-1;4-2-3-1;ponte preta;1;0;1.0;1;2016
5734;37;figueirense;fluminense;3-4-2-1;4-2-3-1;figueirense;1;0;1.0;1;2016
5738;38;fluminense;internacional;4-4-1-1;4-2-3-1;-;1;1;3.0;2;2016
5748;1;fluminense;santos;4-2-3-1;4-2-3-1;fluminense;3;2;1.0;5;2017
5762;2;atletico-mg;fluminense;4-2-3-1;4-2-3-1;fluminense;1;2;2.0;3;2017
5766;3;vasco;fluminense;4-2-3-1;4-3-3;vasco;3;2;1.0;5;2017
5777;4;fluminense;vitoria;4-3-3;4-4-1-1;fluminense;2;1;1.0;3;2017
5786;5;fluminense;athletico-pr;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2017
5796;6;palmeiras;fluminense;4-1-4-1;4-2-3-1;palmeiras;3;1;1.0;4;2017
5815;7;fluminense;gremio;4-2-3-1;4-2-3-1;gremio;0;2;2.0;2;2017
5821;8;fluminense;flamengo;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2017
5829;9;avai;fluminense;4-2-3-1;4-2-3-1;fluminense;0;3;2.0;3;2017
5839;10;sao paulo;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
5855;11;fluminense;chapecoense;4-2-3-1;4-1-4-1;-;3;3;3.0;6;2017
5860;12;bahia;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
5868;13;fluminense;botafogo-rj;4-2-3-1;4-4-1-1;botafogo-rj;0;1;2.0;1;2017
5884;14;coritiba;fluminense;4-2-3-1;4-3-3;fluminense;1;2;2.0;3;2017
5893;15;fluminense;cruzeiro;4-3-3;4-4-2;-;1;1;3.0;2;2017
5901;16;fluminense;corinthians;4-2-3-1;4-2-3-1;corinthians;0;1;2.0;1;2017
5916;18;sport;fluminense;4-2-3-1;4-1-4-1;-;2;2;3.0;4;2017
5927;19;fluminense;atletico-go;4-2-3-1;4-2-3-1;fluminense;3;1;1.0;4;2017
5915;17;ponte preta;fluminense;4-1-3-2;4-1-4-1;-;0;0;3.0;0;2017
5944;20;santos;fluminense;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2017
5955;21;fluminense;atletico-mg;;;fluminense;2;1;1.0;3;2017
5956;22;fluminense;vasco;4-3-2-1;4-2-3-1;vasco;0;1;2.0;1;2017
5972;23;vitoria;fluminense;4-2-3-1;4-3-2-1;-;2;2;3.0;4;2017
5981;24;athletico-pr;fluminense;4-2-3-1;4-2-3-1;athletico-pr;3;1;1.0;4;2017
5992;25;fluminense;palmeiras;4-1-4-1;4-3-3;palmeiras;0;1;2.0;1;2017
6002;26;gremio;fluminense;4-2-3-1;4-3-2-1;gremio;1;0;1.0;1;2017
6023;27;flamengo;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
6011;28;fluminense;avai;4-2-3-1;4-4-1-1;fluminense;1;0;1.0;1;2017
6030;29;fluminense;sao paulo;4-2-3-1;4-1-4-1;fluminense;3;1;1.0;4;2017
6043;30;chapecoense;fluminense;4-1-4-1;4-3-2-1;chapecoense;2;0;1.0;2;2017
6050;31;fluminense;bahia;4-3-3;4-2-3-1;-;1;1;3.0;2;2017
6057;32;botafogo-rj;fluminense;4-4-1-1;4-2-3-1;fluminense;1;2;2.0;3;2017
6075;33;fluminense;coritiba;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2017
6083;34;cruzeiro;fluminense;4-2-3-1;4-2-3-1;cruzeiro;3;1;1.0;4;2017
6090;35;corinthians;fluminense;4-2-3-1;4-3-3;corinthians;3;1;1.0;4;2017
6104;36;fluminense;ponte preta;4-2-3-1;4-1-4-1;fluminense;2;0;1.0;2;2017
6106;37;fluminense;sport;4-2-3-1;4-2-3-1;sport;1;2;2.0;3;2017
6121;38;atletico-go;fluminense;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2017
6132;1;corinthians;fluminense;4-2-4-0;5-4-1;corinthians;2;1;1.0;3;2018
6141;2;fluminense;cruzeiro;3-4-1-2;4-4-2;fluminense;1;0;1.0;1;2018
6152;3;fluminense;sao paulo;3-4-2-1;4-4-1-1;-;1;1;3.0;2;2018
6162;4;vitoria;fluminense;4-2-3-1;3-1-4-2;fluminense;1;2;2.0;3;2018
6174;5;botafogo-rj;fluminense;4-2-3-1;3-4-2-1;botafogo-rj;2;1;1.0;3;2018
6184;6;fluminense;athletico-pr;5-4-1;3-4-2-1;fluminense;2;0;1.0;2;2018
6186;7;fluminense;chapecoense;3-4-3;4-1-4-1;fluminense;3;1;1.0;4;2018
6201;8;gremio;fluminense;4-2-3-1;5-4-1;-;0;0;3.0;0;2018
6215;9;parana;fluminense;4-2-3-1;3-4-1-2;parana;2;1;1.0;3;2018
6224;10;fluminense;flamengo;5-4-1;4-1-4-1;flamengo;0;2;2.0;2;2018
6230;11;atletico-mg;fluminense;4-2-3-1;3-4-2-1;atletico-mg;5;2;1.0;7;2018
6238;12;fluminense;santos;5-4-1;4-4-2;santos;0;1;2.0;1;2018
6253;13;vasco;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6262;14;sport;fluminense;4-1-4-1;4-3-2-1;fluminense;1;2;2.0;3;2018
6266;15;fluminense;palmeiras;4-3-3;4-2-3-1;fluminense;1;0;1.0;1;2018
6276;16;ceara;fluminense;4-2-3-1;4-2-3-1;ceara;1;0;1.0;1;2018
6293;17;fluminense;bahia;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6315;18;fluminense;internacional;4-1-4-1;4-2-3-1;internacional;0;3;2.0;3;2018
6323;19;america-mg;fluminense;4-2-3-1;3-4-1-2;-;0;0;3.0;0;2018
6301;20;fluminense;corinthians;4-3-2-1;4-2-4-0;fluminense;1;0;1.0;1;2018
6329;21;cruzeiro;fluminense;4-2-3-1;4-3-2-1;cruzeiro;2;1;1.0;3;2018
6343;22;sao paulo;fluminense;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2018
6354;23;fluminense;vitoria;4-2-3-1;4-4-2;-;0;0;3.0;0;2018
6361;24;fluminense;botafogo-rj;4-3-2-1;4-3-3;fluminense;1;0;1.0;1;2018
6372;25;athletico-pr;fluminense;4-2-3-1;4-4-1-1;athletico-pr;3;1;1.0;4;2018
6384;26;chapecoense;fluminense;4-2-3-1;5-4-1;fluminense;1;2;2.0;3;2018
6386;27;fluminense;gremio;5-4-1;4-2-3-1;gremio;0;1;2.0;1;2018
6403;28;fluminense;parana;3-4-2-1;4-4-2;fluminense;4;0;1.0;4;2018
6406;29;flamengo;fluminense;4-2-3-1;3-4-2-1;flamengo;3;0;1.0;3;2018
6421;30;fluminense;atletico-mg;3-4-2-1;4-2-3-1;fluminense;1;0;1.0;1;2018
6428;31;santos;fluminense;4-3-3;4-3-1-2;santos;3;0;1.0;3;2018
6436;32;fluminense;vasco;3-4-1-2;4-2-3-1;vasco;0;1;2.0;1;2018
6454;33;fluminense;sport;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2018
6460;34;palmeiras;fluminense;4-2-3-1;4-2-3-1;palmeiras;3;0;1.0;3;2018
6475;35;fluminense;ceara;4-2-3-1;4-2-2-2;-;0;0;3.0;0;2018
6484;36;bahia;fluminense;4-2-3-1;3-4-2-1;bahia;2;0;1.0;2;2018
6491;37;internacional;fluminense;4-1-4-1;4-3-3;internacional;2;0;1.0;2;2018
6503;38;fluminense;america-mg;4-1-4-1;4-2-3-1;fluminense;1;0;1.0;1;2018
6515;1;fluminense;goias;4-3-3;4-2-3-1;goias;0;1;2.0;1;2019
6524;2;santos;fluminense;4-3-3;4-3-3;santos;2;1;1.0;3;2019
6534;3;gremio;fluminense;4-2-3-1;4-1-4-1;fluminense;4;5;2.0;9;2019
6536;4;fluminense;botafogo-rj;4-2-3-1;4-1-4-1;botafogo-rj;0;1;2.0;1;2019
6546;5;fluminense;cruzeiro;4-1-4-1;4-2-3-1;fluminense;4;1;1.0;5;2019
6562;6;bahia;fluminense;4-1-4-1;4-1-4-1;bahia;3;2;1.0;5;2019
6570;7;athletico-pr;fluminense;4-2-3-1;4-3-3;athletico-pr;3;0;1.0;3;2019
6583;8;fluminense;flamengo;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2019
6592;9;chapecoense;fluminense;4-1-4-1;4-3-3;-;1;1;3.0;2;2019
6605;10;fluminense;ceara;4-3-3;4-1-4-1;-;1;1;3.0;2;2019
6606;11;vasco;fluminense;4-1-4-1;4-2-3-1;vasco;2;1;1.0;3;2019
6618;12;fluminense;sao paulo;4-2-3-1;4-2-3-1;sao paulo;1;2;2.0;3;2019
6627;13;fluminense;internacional;4-1-4-1;4-3-3;fluminense;2;1;1.0;3;2019
6639;14;atletico-mg;fluminense;4-2-3-1;4-1-4-1;atletico-mg;2;1;1.0;3;2019
6651;15;fluminense;csa;4-1-4-1;4-2-2-2;csa;0;1;2.0;1;2019
6675;17;fluminense;avai;4-1-4-1;4-1-4-1;avai;0;1;2.0;1;2019
6679;18;fortaleza;fluminense;4-3-3;4-1-4-1;fluminense;0;1;2.0;1;2019
6665;16;palmeiras;fluminense;4-2-3-1;4-1-4-1;palmeiras;3;0;1.0;3;2019
6694;19;fluminense;corinthians;4-2-3-1;4-1-4-1;fluminense;1;0;1.0;1;2019
6704;20;goias;fluminense;4-4-1-1;4-2-3-1;goias;3;0;1.0;3;2019
